Blog		better	mark	model	process	things	non	level	thing	think	old	away	size	actually	go	day	san	point	air	say	street	everything	once	against	issue	yes	else	yet	microsoft	c	start	d	e	g	anything	minutes	m	o	really	p	u	ready	x	them	then	rather	review	full	first	months	campaign	control	heard	dead	try	inside	fox	given	group	times	were	side	online	him	stop	his	hit	details	never	follow	win	live	nearly	tell	done	clear	saying	phone	above	after	sharing	kids	problem	started	age	least	having	someone	comes	ago	little	video	wrote	says	fast	sent	came	probably	current	yesterday	who	car	especially	why	almost	points	image	david	store	hasn	itself	information	plan	media	story	version	rock	four	play	cut	author	run	doing	release	pretty	cool	another	however	call	many	note	plus	coming	edition	young	too	top	working	apps	create	hard	myself	certainly	audio	co	thanks	software	very	via	while	photos	possible	number	getting	than	until	end	three	radio	night	list	action	need	still	into	able	completely	add	everyone	wouldn	please	browser	often	system	looks	lot	might	each	youtube	bad	readers	ways	come	feel	morning	went	web	total	blogging	game	her	article	these	several	through	steve	school	love	super	off	ad	site	both	find	going	al	am	idea	buy	williams	appeared	last	security	view	according	public	good	under	make	announced	don	office	page	means	available	different	seems	us	next	comments	local	looking	enough	children	reader	recently	taken	design	takes	build	reports	anyone	likely	built	well	finally	th	iphone	great	news	apple	even	tv	ever	didn	water	nothing	friends	example	popular	other	name	movie	hand	lots	below	issues	interview	plans	juan	left	maybe	tools	gets	couple	court	themselves	wrong	its	whole	within	days	currently	apparently	early	should	later	latest	house	would	hope	become	put	debate	national	mdash	final	matter	created	wants	drive	haven	writing	com	move	where	perhaps	ideas	back	isn	quick	doesn	results	aren	re	had	before	own	watch	reason	line	right	together	war	link	entire	service	way	bill	creative	personal	hours	services	google	half	easy	head	understand	based	continue	text	order	internet	change	search	job	running	using	ask	weeks	attention	tech	million	devices	though	such	platform	does	reasons	spent	book	york	check	few	features	seem	seen	answer	simple	products	our	step	flash	years	around	website	terms	press	simply	art	pro	home	also	project	much	keep	power	read	only	large	real	piece	bring	changed	space	party	because	every	kind	most	did	facebook	took	tool	oh	meet	talk	beta	six	support	team	jobs	quite	community	look	special	guy	videos	mind	believe	drop	american	down	data	open	report	asked	money	made	she	take	no	future	called	turn	president	books	earlier	app	high	again	source	games	long	best	show	value	university	posted	business	could	same	include	year	week	me	percent	audience	happy	family	america	my	amazon	used	city	music	user	far	word	daily	october	work	among	soon	past	let	across	told	since	following	building	interesting	download	people	ll	fun	question	feature	less	free	any	give	health	during	government	launch	including	shows	related	industry	won	event	part	billion	sure	third	mac	network	two	course	want	always	man	photo	technology	see	experience	must	mean	nice	may	goes	set	questions	found	update	series	conference	white	content	companies	important	world	appears	being	camera	between	case	write	original	making	others	trying	digital	over	use	users	life	wanted	sites	talking	mobile	big	along	close	second	taking	tax	either	similar	bit	post	share	care	person	twitter	recent	said	makes	social	ipad	fact	know	front	five	links	state	true	html	country	month	something	reading	thought	got	single	without	place	blog	already	problems	obama	company	npr	those	leave	email	launched	he	computer	culture	behind	small	help	instead	nbsp	released
blog maverick	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	1	0	0	4	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0	2	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	2	0	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
http://www.techeblog.com/index.php/feed/	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shoemoney - Skills To Pay The Bills	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ProBlogger Blog Tips	5	2	0	0	1	1	0	0	1	1	0	0	0	2	0	7	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	3	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	1	0	0	0	1	0	0	0	3	0	2	0	4	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	2	1	1	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	2	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	2	0	0	1	0	0	2	0	7	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	2	0	5	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	0	0	4	0	0	4	0	2	0	3	0	0	0	0	4	1	0	1	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	3	0	0	0	0	0	3	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	1	0	0	2	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	2	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	4	1	2	0	5	1	0	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	6	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	1	4	1	1	4	0	1	0	0	1	0	0	0	1	0	1	4	3	0	3	1	1	0	0	0	0	1	2	0	0	0	0	1	38	0	0	1	0	0	1	1	2	0	1	3	0	1	0	0	1	0	0	1	0	3	1	0	1	0	0	48	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1
The Daily Dish | By Andrew Sullivan	6	0	1	2	0	0	0	0	0	2	0	2	0	0	1	4	0	2	3	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	2	1	1	0	1	4	1	1	0	0	0	0	0	2	1	0	0	3	0	0	1	3	4	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	2	1	1	1	0	3	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	2	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	1	1	1	0	1	0	0	2	3	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	6	1	2	1	5	0	1	0	2	1	0	6	0	0	0	0	0	0	2	2	0	0	0	0	0	8	0	0	0	0	1	0	2	1	0	2	0	0	0	1	1	0	6	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	1	3	0	1	0	1	0	1	0	1	4	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	5	1	0	0	2	0	1	0	1	0	3	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	0	0	0	0	2	5	0	1	4	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	4	3	2	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	2	0	1	0	1	3	0	0	0	2	6	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	4	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	2	0	0	0	1	1	0	0	0	2	1	0	1	0	0	1	0	2	0	0	0	1	0	1	2	0	0	1	0	0	0	5	0	0	0	2	1	0	0	0
Download Squad	0	2	0	0	1	4	1	0	7	3	1	0	0	0	6	3	0	3	0	1	1	3	2	0	0	3	0	2	3	2	2	3	1	0	2	0	3	0	6	0	0	1	10	1	1	1	1	6	5	3	0	3	1	0	4	2	0	1	0	1	1	0	0	1	2	1	2	1	2	0	1	1	0	0	2	0	0	5	1	2	0	0	0	0	0	1	2	2	0	2	2	5	1	2	1	0	0	5	3	0	3	0	0	1	0	1	2	0	23	0	0	0	0	3	0	4	0	1	0	1	0	3	0	2	3	0	4	0	0	1	1	0	0	4	0	5	0	0	11	3	0	0	4	4	0	0	5	5	5	7	0	1	2	1	8	4	0	2	0	0	1	0	4	7	8	3	2	3	0	0	21	1	1	0	1	4	2	0	3	1	0	0	0	3	0	0	12	0	0	1	0	0	3	0	1	1	0	1	0	4	0	4	5	2	3	0	1	4	2	0	20	4	6	3	0	1	5	20	5	3	7	0	3	2	10	1	5	0	3	20	1	1	4	0	0	3	1	2	1	1	1	1	0	2	3	3	1	4	3	4	31	10	0	2	3	0	1	2	0	2	5	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	1	6	2	0	2	5	1	1	8	0	1	0	5	0	2	2	0	0	0	0	2	2	0	0	2	0	11	0	1	0	0	4	2	3	2	0	0	12	3	3	3	0	2	1	3	1	1	1	1	5	6	0	0	0	1	6	13	1	4	0	0	2	1	10	0	4	1	1	0	2	6	0	0	1	0	2	0	1	3	0	5	0	0	0	0	3	3	5	0	1	3	3	0	24	0	1	0	0	1	21	1	0	0	0	0	13	1	4	4	9	19	14	0	1	0	1	0	0	3	2	2	3	3	1	3	1	1	2	0	0	8	0	5	1	1	1	0	7	1	0	4	1	0	0	0	1	1	4	0	0	1	3	0	3	8	1	1	0	0	0	0	28	1	1	1	1	2	0	1	0	0	1	0	4	3	0	6	0	2	0	0	0	1	0	5	0	3	0	5	5	2	0	1	0	6	0	2	1	2	1	0	1	0	0	1	29	0	4	4	3	10	0	4	3	1	0	0	0	3	1	2	0	0	3	2	1	2	3	1	28	0	2	1	4	1	0	0	0	29	2	1	0	2	8	2	0	0	1	2	0	0	1	2	0	1	1	0	0	0	1	3	0	0	1	1	2	0	8	29	2	3	0	3	0	4	2	0	1	0	4	0	1	2	3	1	6	1	1	0	0	1	2	1	7	0	7	0	0	3	0	0	2	2	5	3	2	1	3	2	3	3	4	3	0	0	0	0	2	1	23	1	2	2	0	0	0	0	1	116	2
Boing Boing	1	10	0	4	1	0	2	0	2	2	3	1	1	0	4	1	2	3	0	2	0	0	1	0	0	3	0	0	2	0	2	2	3	0	2	1	3	1	3	0	3	2	3	5	4	0	7	0	5	0	0	1	0	0	1	0	0	1	0	0	4	1	0	2	1	7	1	0	0	0	0	1	3	0	1	1	0	3	1	2	0	3	0	1	8	1	2	0	0	3	2	24	1	4	1	1	1	0	0	1	5	2	0	0	0	0	0	4	4	2	1	1	0	0	0	1	5	2	0	0	1	3	0	0	1	1	2	0	0	1	1	0	0	3	0	1	0	0	2	1	0	0	0	0	0	7	5	3	6	2	0	2	1	0	2	0	3	1	0	0	0	0	0	2	9	2	0	1	1	0	0	0	0	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	1	4	0	5	0	2	6	1	2	1	0	1	0	2	2	1	1	0	0	1	0	0	0	0	2	0	1	2	0	6	0	2	1	0	0	4	1	0	1	1	0	1	0	0	2	3	0	4	2	0	1	0	0	1	1	2	0	2	3	1	2	7	2	7	1	4	1	0	0	0	1	1	0	1	2	0	2	0	1	0	0	1	0	1	7	3	0	1	0	1	0	2	0	0	0	4	5	0	3	0	6	0	1	2	2	1	1	1	1	0	0	0	0	1	0	0	1	0	0	4	2	0	1	0	0	3	3	2	2	0	2	0	0	1	2	3	1	0	2	0	2	1	1	2	6	0	0	2	0	3	1	0	1	1	0	0	0	0	6	0	1	0	0	1	0	0	1	1	0	0	0	4	0	0	2	1	2	0	0	0	0	2	3	0	5	3	2	0	1	1	3	0	5	6	1	3	1	1	3	5	1	0	3	0	0	2	1	0	1	1	5	2	0	2	1	2	2	0	0	0	1	0	2	0	0	1	2	1	1	0	0	0	0	3	0	1	3	2	0	3	0	1	2	3	0	1	4	4	0	3	1	0	0	0	4	2	3	0	0	2	1	3	2	1	2	3	5	0	0	1	0	0	9	2	3	1	0	0	1	0	0	0	4	2	0	1	2	1	0	1	0	4	1	0	2	1	2	0	0	0	0	4	2	0	1	4	1	1	2	1	0	0	2	1	0	2	1	2	0	4	1	3	1	2	3	3	0	0	0	2	0	0	1	2	0	2	0	3	0	0	0	0	0	2	0	3	5	1	0	0	2	1	2	0	1	6	2	0	3	2	0	1	1	1	1	0	0	0	2	0	0	1	0	0	0	1	0	2	4	4	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	3	2	1	0	2	0	0	3	1	0	1	0	0	0	9	2	1	1	2	1	1	0	0
Stepcase Lifehack	5	17	0	0	11	44	1	5	11	25	12	16	3	10	30	42	0	7	0	12	3	17	11	4	8	2	15	4	0	2	15	28	3	3	11	13	38	2	12	0	0	8	0	46	35	14	2	7	25	1	1	7	5	5	5	3	0	4	6	15	29	3	1	1	15	9	5	2	15	9	5	14	2	8	12	19	0	4	3	11	3	8	10	10	1	6	15	9	9	3	14	3	1	5	0	1	4	5	5	0	38	6	3	13	5	0	7	0	2	2	0	18	6	0	3	4	5	4	5	3	5	5	33	2	1	4	13	8	5	19	0	3	4	1	1	11	5	6	2	6	9	11	2	0	1	0	4	16	0	19	9	6	5	11	31	11	11	8	4	1	17	8	36	15	34	14	1	15	8	5	1	1	8	13	3	8	15	16	0	7	1	10	11	29	3	12	0	3	1	2	40	1	21	5	11	3	4	15	0	13	0	2	8	13	19	0	18	5	3	0	0	6	0	2	1	7	38	4	66	0	63	6	1	5	3	16	4	24	20	5	1	5	10	6	1	4	2	1	8	2	0	3	9	1	24	4	0	1	12	1	1	19	3	11	10	4	7	4	8	1	27	1	2	3	2	3	9	0	9	0	5	6	7	11	1	0	9	12	12	5	1	7	0	3	2	17	7	4	1	33	3	13	9	0	0	0	3	15	1	2	4	0	2	4	7	24	4	6	16	5	4	13	7	6	67	25	11	17	5	4	3	13	6	0	1	1	2	40	1	1	5	3	0	3	0	12	5	7	5	2	2	7	3	16	0	7	1	8	11	2	15	0	1	8	6	7	0	15	2	5	9	1	11	11	0	6	5	4	12	0	50	7	2	21	23	2	0	1	9	0	1	12	18	6	14	18	10	8	19	3	11	2	7	4	10	1	42	11	7	22	8	0	6	4	2	3	3	0	0	4	7	1	2	2	17	2	4	1	9	4	2	1	19	1	3	0	3	4	12	33	38	24	3	2	2	1	6	1	2	10	14	3	1	11	12	4	10	2	1	19	38	18	4	10	5	67	0	2	4	14	0	152	0	12	1	1	5	5	2	8	0	34	4	3	7	26	5	9	2	4	3	6	2	54	28	10	8	1	17	26	19	9	6	1	0	3	0	3	0	0	5	3	13	0	18	0	0	0	18	4	35	13	2	14	11	18	8	14	6	5	23	1	6	3	3	0	1	1	1	4	0	21	18	3	30	3	10	6	6	3	10	19	10	1	29	15	3	40	1	0	12	1	9	1	2	5	7	0	4	1	7	2	32	0	9	8	3	5	8	2	1	10	26	4	0	0	1	6	0	0	5	32	3	15	11	3	12	9	13	6	3	0	5	0	24	7	11	0	19	16	0	3	8	17	13	0	2
Derek Powazek	1	0	0	0	1	1	0	0	4	4	2	1	0	0	4	2	2	0	0	3	1	2	2	1	8	1	1	1	0	0	0	2	0	1	1	1	12	0	2	1	0	0	0	2	7	0	0	1	3	2	0	0	0	2	1	0	0	0	0	1	2	0	2	2	0	3	1	0	3	1	0	2	0	0	1	1	0	0	0	4	0	1	0	2	0	0	0	0	1	2	7	0	1	0	1	0	1	1	0	0	1	1	2	1	1	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	1	0	1	0	0	2	3	0	1	1	0	0	1	0	0	2	2	0	0	2	3	0	0	0	0	0	0	1	0	1	2	1	1	2	2	0	0	4	0	2	0	0	1	4	4	1	0	0	1	0	0	0	2	0	0	1	1	1	1	3	2	1	3	5	2	3	1	0	0	0	9	0	2	0	1	0	0	1	0	1	0	2	2	1	4	0	3	0	1	0	0	7	0	0	0	0	1	1	1	1	4	0	1	0	1	0	0	4	1	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	5	1	0	1	0	1	1	0	0	2	0	0	3	0	0	1	0	0	2	0	1	0	1	1	0	2	4	0	0	1	1	0	0	4	0	0	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	7	3	1	2	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	1	1	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	3	6	0	0	5	1	0	1	1	1	0	3	0	0	5	1	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	3	3	1	2	4	0	3	0	1	0	3	0	2	0	0	0	0	3	0	2	1	0	0	0	0	0	2	0	1	0	0	3	2	7	1	2	0	0	0	0	0	0	0	1	2	0	0	1	1	3	0	0	1	1	1	3	1	4	3	15	0	1	4	1	0	22	0	1	0	0	0	0	3	0	0	3	0	1	0	1	0	0	1	1	0	0	1	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	9	1	1	4	1	0	0	3	0	1	0	2	0	2	0	1	1	1	0	1	1	1	0	0	3	0	0	1	4	0	3	0	0	0	0	1	5	0	0	5	0	0	1	0	1	1	1	0	1	0	0	0	0	3	1	0	0	1	0	3	0	0	0	0	6	0	0	0	0	1	0	0	0	8	4	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	5	0	0	0	2	0	0	0	0
plasticbag.org	0	6	1	0	3	8	0	5	7	19	1	0	0	2	5	10	2	4	0	6	1	2	2	0	0	0	3	2	3	3	0	9	0	0	1	2	18	0	14	0	0	0	0	11	5	1	1	3	1	3	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0	3	0	0	4	0	1	1	0	2	4	1	0	0	0	3	2	1	3	7	1	1	1	3	1	2	3	3	2	0	0	0	2	5	1	1	18	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	2	4	1	1	0	1	0	5	0	5	1	1	5	0	0	2	0	1	4	1	6	1	2	1	2	1	0	0	0	1	6	0	3	0	1	2	2	7	0	4	0	0	1	4	0	3	3	11	0	1	1	6	2	0	0	0	0	4	3	2	1	0	1	0	0	7	1	0	0	2	0	0	1	0	3	10	2	7	1	0	1	1	4	0	1	3	3	11	0	0	9	3	0	0	10	0	1	0	2	14	0	5	1	7	1	0	0	0	0	2	11	4	1	0	2	1	0	0	1	0	10	2	1	0	4	0	2	4	1	0	4	12	2	3	4	5	2	1	0	1	2	1	0	5	1	0	0	0	0	0	0	0	0	1	1	0	2	5	0	5	2	6	3	2	3	0	2	2	14	3	1	0	6	1	3	2	0	1	0	0	0	1	0	0	0	1	0	1	3	1	6	3	0	2	2	0	0	12	6	0	3	2	1	0	5	4	0	0	0	1	12	0	12	1	1	3	2	0	3	2	2	2	0	0	0	0	1	0	4	1	2	0	1	0	0	0	0	2	0	0	1	0	3	1	0	0	7	2	1	4	0	0	2	7	0	0	8	4	2	0	0	2	2	0	0	8	5	8	0	1	0	4	1	1	6	1	0	0	0	3	1	1	5	0	0	1	0	0	0	2	0	1	3	2	0	5	1	3	0	0	1	2	0	0	1	2	0	4	2	0	2	4	0	7	0	4	1	0	0	2	0	2	0	3	0	2	2	5	3	4	0	1	0	15	2	0	6	0	9	0	0	2	1	0	26	3	1	0	4	3	2	0	0	0	21	1	0	0	0	3	1	0	2	3	3	1	28	7	4	0	0	4	2	10	0	0	0	0	0	0	1	1	7	2	7	5	0	4	0	0	0	4	0	9	1	2	0	3	6	3	1	0	2	1	0	2	0	2	1	0	0	0	1	3	5	3	0	6	0	3	0	0	0	4	0	4	1	13	3	6	3	0	0	3	1	2	1	0	0	1	0	1	1	8	2	2	0	3	5	0	0	2	1	0	3	4	1	2	13	1	1	0	0	0	10	1	2	6	0	6	1	4	4	3	0	7	0	4	1	0	4	9	0	2	3	4	3	3	0	0
